technology,techdetail,techdetail2,metric,parameter,parameterdetail,value,units,$year,scenario,year,atb_year,description,resourcedetail,resourcedetail2,source,notes
Geothermal,NFEGSBinary,,Technology,Net Capacity,,100,MW,2022,Advanced,2035,2024,2024 Advanced Scenario Representative Plant,NF-EGS Representative,,GETEM-ATB,
Geothermal,NFEGSBinary,,Cost,Overnight Capital Cost,,4527.445108,$/kW net,2022,Advanced,2035,2024,2025 Advanced Scenario Representative Plant,NF-EGS Representative,,GETEM-ATB,
Geothermal,NFEGSBinary,,Cost,O&M Costs,,0.023357507,$/kWh,2022,Advanced,2035,2024,2026 Advanced Scenario Representative Plant,NF-EGS Representative,,GETEM-ATB,
Geothermal,NFEGSBinary,,Cost,O&M Costs,,120.7731775,$/kW,2022,Advanced,2035,2024,2027 Advanced Scenario Representative Plant,NF-EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSFlash,,Technology,Estimated Temperature,,250,C,2022,Base,2022,2024,2022 Base Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSFlash,,Technology,Estimated Temperature,,250,C,2022,Moderate,2035,2024,2023 Moderate Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSFlash,,Technology,Estimated Temperature,,250,C,2022,Advanced,2035,2024,2024 Advanced Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSFlash,,Technology,Estimated Depth,,3500,km,2022,Base,2022,2024,2022 Base Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSFlash,,Technology,Estimated Depth,,3500,km,2022,Moderate,2035,2024,2023 Moderate Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSFlash,,Technology,Estimated Depth,,3500,km,2022,Advanced,2035,2024,2024 Advanced Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSFlash,,Technology,Net Capacity,,40,MW,2022,Base,2022,2024,2022 Base Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSFlash,,Cost,Overnight Capital Cost,,7630.023615,$/kW net,2022,Base,2022,2024,2023 Base Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSFlash,,Cost,O&M Costs,,0.028826876,$/kWh,2022,Base,2022,2024,2024 Base Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSFlash,,Cost,O&M Costs,,146.9689469,$/kW,2022,Base,2022,2024,2025 Base Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSFlash,,Technology,Net Capacity,,40,MW,2022,Moderate,2035,2024,2023 Moderate Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSFlash,,Cost,Overnight Capital Cost,,4989.022374,$/kW net,2022,Moderate,2035,2024,2024 Moderate Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSFlash,,Cost,O&M Costs,,0.024144198,$/kWh,2022,Moderate,2035,2024,2025 Moderate Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSFlash,,Cost,O&M Costs,,126.0015107,$/kW,2022,Moderate,2035,2024,2026 Moderate Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSFlash,,Technology,Net Capacity,,100,MW,2022,Advanced,2035,2024,2024 Advanced Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSFlash,,Cost,Overnight Capital Cost,,2980.727762,$/kW net,2022,Advanced,2035,2024,2025 Advanced Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSFlash,,Cost,O&M Costs,,0.01855588,$/kWh,2022,Advanced,2035,2024,2026 Advanced Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSFlash,,Cost,O&M Costs,,99.00636182,$/kW,2022,Advanced,2035,2024,2027 Advanced Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSBinary,,Technology,Estimated Temperature,,175,C,2022,Base,2022,2024,2022 Base Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSBinary,,Technology,Estimated Temperature,,175,C,2022,Moderate,2035,2024,2023 Moderate Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSBinary,,Technology,Estimated Temperature,,175,C,2022,Advanced,2035,2024,2024 Advanced Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSBinary,,Technology,Estimated Depth,,3000,km,2022,Base,2022,2024,2022 Base Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSBinary,,Technology,Estimated Depth,,3000,km,2022,Moderate,2035,2024,2023 Moderate Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSBinary,,Technology,Estimated Depth,,3000,km,2022,Advanced,2035,2024,2024 Advanced Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSBinary,,Technology,Net Capacity,,30,MW,2022,Base,2022,2024,2022 Base Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSBinary,,Cost,Overnight Capital Cost,,13508.45657,$/kW net,2022,Base,2022,2024,2023 Base Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSBinary,,Cost,O&M Costs,,0.046108839,$/kWh,2022,Base,2022,2024,2024 Base Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSBinary,,Cost,O&M Costs,,226.3112805,$/kW,2022,Base,2022,2024,2025 Base Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSBinary,,Technology,Net Capacity,,40,MW,2022,Moderate,2035,2024,2023 Moderate Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSBinary,,Cost,Overnight Capital Cost,,8010.555889,$/kW net,2022,Moderate,2035,2024,2024 Moderate Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSBinary,,Cost,O&M Costs,,0.032834893,$/kWh,2022,Moderate,2035,2024,2025 Moderate Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSBinary,,Cost,O&M Costs,,165.3979731,$/kW,2022,Moderate,2035,2024,2026 Moderate Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSBinary,,Technology,Net Capacity,,100,MW,2022,Advanced,2035,2024,2024 Advanced Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSBinary,,Cost,Overnight Capital Cost,,4814.887499,$/kW net,2022,Advanced,2035,2024,2025 Advanced Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSBinary,,Cost,O&M Costs,,0.023051704,$/kWh,2022,Advanced,2035,2024,2026 Advanced Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Geothermal,DeepEGSBinary,,Cost,O&M Costs,,119.1578149,$/kW,2022,Advanced,2035,2024,2027 Advanced Scenario Representative Plant,Deep EGS Representative,,GETEM-ATB,
Hydropower,NPD 1,,Technology,Capacity,,10.43799947,MW,2019,Advanced,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Capacity,,10.43799947,MW,2019,Advanced,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Capacity,,10.43799947,MW,2019,Advanced,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Capacity,,10.43799947,MW,2019,Conservative,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Capacity,,10.43799947,MW,2019,Conservative,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Capacity,,10.43799947,MW,2019,Conservative,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Capacity,,10.43799947,MW,2019,Moderate,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Capacity,,10.43799947,MW,2019,Moderate,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Capacity,,10.43799947,MW,2019,Moderate,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Capacity Factor,,0.35491549,Rate,2019,Advanced,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Capacity Factor,,0.35491549,Rate,2019,Advanced,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Capacity Factor,,0.35491549,Rate,2019,Advanced,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Capacity Factor,,0.35491549,Rate,2019,Conservative,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Capacity Factor,,0.35491549,Rate,2019,Conservative,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Capacity Factor,,0.35491549,Rate,2019,Conservative,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Capacity Factor,,0.35491549,Rate,2019,Moderate,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Capacity Factor,,0.35491549,Rate,2019,Moderate,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Capacity Factor,,0.35491549,Rate,2019,Moderate,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Dist. to Substation,,0.920648964,mi,2019,Advanced,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Dist. to Substation,,0.920648964,mi,2019,Advanced,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Dist. to Substation,,0.920648964,mi,2019,Advanced,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Dist. to Substation,,0.920648964,mi,2019,Conservative,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Dist. to Substation,,0.920648964,mi,2019,Conservative,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Dist. to Substation,,0.920648964,mi,2019,Conservative,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Dist. to Substation,,0.920648964,mi,2019,Moderate,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Dist. to Substation,,0.920648964,mi,2019,Moderate,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Dist. to Substation,,0.920648964,mi,2019,Moderate,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Flow,,537.7821479,cfs,2019,Advanced,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Flow,,537.7821479,cfs,2019,Advanced,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Flow,,537.7821479,cfs,2019,Advanced,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Flow,,537.7821479,cfs,2019,Conservative,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Flow,,537.7821479,cfs,2019,Conservative,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Flow,,537.7821479,cfs,2019,Conservative,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Flow,,537.7821479,cfs,2019,Moderate,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Flow,,537.7821479,cfs,2019,Moderate,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Flow,,537.7821479,cfs,2019,Moderate,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Head,,254.370744,ft,2019,Advanced,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Head,,254.370744,ft,2019,Advanced,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Head,,254.370744,ft,2019,Advanced,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Head,,254.370744,ft,2019,Conservative,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Head,,254.370744,ft,2019,Conservative,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Head,,254.370744,ft,2019,Conservative,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Head,,254.370744,ft,2019,Moderate,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Head,,254.370744,ft,2019,Moderate,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Head,,254.370744,ft,2019,Moderate,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Water Conv. Length,,2543.70744,ft,2019,Advanced,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Water Conv. Length,,2543.70744,ft,2019,Advanced,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Water Conv. Length,,2543.70744,ft,2019,Advanced,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Water Conv. Length,,2543.70744,ft,2019,Conservative,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Water Conv. Length,,2543.70744,ft,2019,Conservative,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Water Conv. Length,,2543.70744,ft,2019,Conservative,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Water Conv. Length,,2543.70744,ft,2019,Moderate,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Water Conv. Length,,2543.70744,ft,2019,Moderate,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Technology,Water Conv. Length,,2543.70744,ft,2019,Moderate,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Cost,CAPEX,,3227.824808,$/kW,2022,Advanced,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Cost,CAPEX,,3066.433569,$/kW,2022,Advanced,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Cost,CAPEX,,2788.840635,$/kW,2022,Advanced,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Cost,CAPEX,,3227.824808,$/kW,2022,Conservative,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Cost,CAPEX,,3227.824808,$/kW,2022,Conservative,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Cost,CAPEX,,3227.824808,$/kW,2022,Conservative,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Cost,CAPEX,,3227.824808,$/kW,2022,Moderate,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Cost,CAPEX,,3227.824808,$/kW,2022,Moderate,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Cost,CAPEX,,3098.711817,$/kW,2022,Moderate,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Cost,Development,,283.3235045,$/kW,2022,Advanced,2020,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Cost,Development,,269.1573293,$/kW,2022,Advanced,2030,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
Hydropower,NPD 1,,Cost,Development,,244.7915079,$/kW,2022,Advanced,2040,2024,Low Cost,Lake,,Based on data and model derived from ORNL 2020 Cost Analysis of Hydropower Options at Non-Powered Dams Report,
